time;eth_supply
16/07/2021;116912492,7
17/07/2021;116927050,2
18/07/2021;116941702,9
19/07/2021;116956380,4
20/07/2021;116970939,7
21/07/2021;116985708
22/07/2021;117000399,7
23/07/2021;117014975,5
24/07/2021;117029761
25/07/2021;117044420,2
26/07/2021;117058973,2
27/07/2021;117073422,3
28/07/2021;117087884,5
29/07/2021;117102428,3
30/07/2021;117116867
31/07/2021;117131346,5
01/08/2021;117145810,5
02/08/2021;117160454,6
03/08/2021;117174997,1
04/08/2021;117189527,6
05/08/2021;117204103,3
06/08/2021;117205464,8
